
----------------------------------------------- [START 2024-09-03 14:38:06] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
-------------------------------------------------------------------------------------------------------|
   1.0  |  0.686  94.756   5.301  98.788  |   0.164  92.646  |  94.756   5.301  98.788  |  0 hr 02 min   0
   2.0  |  0.695  91.585   8.434  97.114  |   0.101  95.771  |  94.756   5.301  98.788  |  0 hr 04 min   0
   3.0  |  0.910  87.805  12.241  95.698  |   0.074  96.983  |  94.756   5.301  98.788  |  0 hr 07 min   0
   4.0  |  0.277  90.732   9.253  96.909  |   0.060  97.557  |  94.756   5.301  98.788  |  0 hr 09 min   0
   5.0  |  0.425  87.561  12.386  95.134  |   0.055  97.815  |  94.756   5.301  98.788  |  0 hr 11 min   0
   6.0  |  0.925  87.439  12.458  95.452  |   0.049  98.085  |  94.756   5.301  98.788  |  0 hr 13 min   0
   7.0  |  0.359  93.049   6.940  97.958  |   0.044  98.271  |  94.756   5.301  98.788  |  0 hr 16 min   0
   8.0  |  2.147  81.829  17.977  91.342  |   0.040  98.435  |  94.756   5.301  98.788  |  0 hr 18 min   0
   9.0  |  1.038  90.488   9.398  95.572  |   0.037  98.556  |  94.756   5.301  98.788  |  0 hr 21 min   0
  10.0  |  0.231  90.732   9.253  96.631  |   0.034  98.675  |  94.756   5.301  98.788  |  0 hr 23 min   0
  11.0  |  0.461  83.902  16.120  92.480  |   0.033  98.745  |  94.756   5.301  98.788  |  0 hr 25 min   0
  12.0  |  0.255  93.049   6.940  98.152  |   0.031  98.823  |  94.756   5.301  98.788  |  0 hr 27 min   0
  13.0  |  0.396  85.366  14.627  93.709  |   0.029  98.882  |  94.756   5.301  98.788  |  0 hr 30 min   0
  14.0  |  0.234  86.951  13.060  95.096  |   0.028  98.940  |  94.756   5.301  98.788  |  0 hr 32 min   0
  15.0  |  0.265  93.049   6.940  98.268  |   0.027  98.977  |  94.756   5.301  98.788  |  0 hr 34 min   0
  16.0  |  0.509  80.000  20.000  89.873  |   0.026  99.006  |  94.756   5.301  98.788  |  0 hr 37 min   0
  17.0  |  0.288  90.732   9.253  97.394  |   0.025  99.045  |  94.756   5.301  98.788  |  0 hr 39 min   0
  18.0  |  0.319  84.146  15.975  94.357  |   0.024  99.085  |  94.756   5.301  98.788  |  0 hr 41 min   0
  19.0  |  0.480  82.073  17.832  89.123  |   0.024  99.092  |  94.756   5.301  98.788  |  0 hr 44 min   0
  20.0  |  2.879  80.122  19.928  89.509  |   0.023  99.121  |  94.756   5.301  98.788  |  0 hr 46 min   0
  21.0  |  1.617  83.780  16.193  93.736  |   0.023  99.142  |  94.756   5.301  98.788  |  0 hr 48 min   0
  22.0  |  0.797  90.244   9.855  97.501  |   0.022  99.172  |  94.756   5.301  98.788  |  0 hr 51 min   0
  23.0  |  0.854  78.415  21.566  86.377  |   0.021  99.199  |  94.756   5.301  98.788  |  0 hr 53 min   0
  24.0  |  0.482  87.683  12.313  94.759  |   0.021  99.221  |  94.756   5.301  98.788  |  0 hr 55 min   0
  25.0  |  0.435  90.000  10.000  96.130  |   0.020  99.246  |  94.756   5.301  98.788  |  0 hr 58 min   0
  26.0  |  0.605  84.634  15.373  92.825  |   0.020  99.263  |  94.756   5.301  98.788  |  1 hr 00 min   0
  27.0  |  0.710  81.585  18.434  92.737  |   0.019  99.283  |  94.756   5.301  98.788  |  1 hr 02 min   0
  28.0  |  1.127  91.341   8.579  97.608  |   0.019  99.297  |  94.756   5.301  98.788  |  1 hr 05 min   0
  29.0  |  1.433  86.098  13.880  94.497  |   0.018  99.317  |  94.756   5.301  98.788  |  1 hr 07 min   0
  30.0  |  0.688  80.732  19.253  89.628  |   0.018  99.330  |  94.756   5.301  98.788  |  1 hr 09 min   0
  31.0  |  0.928  89.024  10.892  96.290  |   0.018  99.343  |  94.756   5.301  98.788  |  1 hr 11 min   0
  32.0  |  0.315  87.927  12.168  94.964  |   0.018  99.354  |  94.756   5.301  98.788  |  1 hr 14 min   0
  33.0  |  0.442  77.683  22.313  87.639  |   0.017  99.369  |  94.756   5.301  98.788  |  1 hr 16 min   0
  34.0  |  0.414  87.683  12.313  95.328  |   0.017  99.379  |  94.756   5.301  98.788  |  1 hr 19 min   0
  35.0  |  0.811  81.585  18.434  90.181  |   0.017  99.392  |  94.756   5.301  98.788  |  1 hr 21 min   0
  36.0  |  1.936  85.976  14.264  94.792  |   0.016  99.404  |  94.756   5.301  98.788  |  1 hr 23 min   0
  37.0  |  1.215  82.317  17.687  89.506  |   0.016  99.416  |  94.756   5.301  98.788  |  1 hr 25 min   0
  38.0  |  1.187  75.366  24.627  83.978  |   0.016  99.423  |  94.756   5.301  98.788  |  1 hr 28 min   0
  39.0  |  0.483  88.415  11.566  95.827  |   0.015  99.432  |  94.756   5.301  98.788  |  1 hr 30 min   0
  40.0  |  0.629  87.439  12.458  95.311  |   0.015  99.442  |  94.756   5.301  98.788  |  1 hr 33 min   0

----------------------------------------------- [START 2024-09-03 20:52:17] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
-------------------------------------------------------------------------------------------------------|
